mu1,mu2,sigma1,sigma2,w1,w2
4.1246,2.12999,1.04898,0.253429,0.706929,0.293051
3.95661,2.13616,1.11272,0.228621,0.76266,0.237389
1.42981,8.44136,0.316723,2.50311,0.734692,0.265348
1.52365,8.96815,0.262545,3.88912,0.822655,0.177365
1.47545,8.23472,0.387624,3.30393,0.761273,0.238704
4.17743,2.12514,1.08379,0.229092,0.684708,0.315375
4.17221,2.24298,0.944586,0.283616,0.753601,0.246563
1.45316,8.05028,0.284943,2.52607,0.702047,0.298087
4.13028,2.22888,1.15641,0.222874,0.75763,0.242441
3.77731,2.09385,0.934909,0.252402,0.718626,0.281353
3.74811,2.0648,1.00411,0.237147,0.698219,0.301899
4.12229,2.21717,1.04161,0.201673,0.736195,0.263893
4.17312,2.14864,1.00227,0.187336,0.710061,0.289915
1.42215,8.64425,0.347303,2.89,0.781632,0.218342
4.00885,2.13561,0.985428,0.240924,0.726802,0.273389
1.52207,9.37478,0.294983,3.04586,0.805495,0.194564
1.44579,9.14967,0.314983,3.56085,0.769256,0.230764
4.09914,2.15834,0.956931,0.227646,0.713873,0.286181
4.06236,2.092,1.05707,0.239315,0.692419,0.307713
4.17852,2.14291,1.1737,0.275206,0.741675,0.258405
4.07594,2.19085,1.02684,0.202669,0.73379,0.266275
1.43053,9.45783,0.359236,3.22122,0.759568,0.24051
4.33472,2.29127,1.4285,0.26773,0.8469,0.153178
1.44333,8.58646,0.284473,2.45858,0.722199,0.277905
3.84086,2.0767,0.999638,0.313223,0.659749,0.340346
3.87897,1.95066,1.03644,0.277144,0.665795,0.334321
4.68281,2.39855,1.42972,0.157103,0.867239,0.132773
4.00954,2.14225,1.02672,0.23373,0.680256,0.319749
3.94767,2.07655,0.990136,0.265966,0.715003,0.285093
1.5103,9.16156,0.29002,2.42607,0.775836,0.224226
4.47662,2.33636,1.40447,0.294625,0.83069,0.169401
4.49295,2.17632,1.08639,0.284267,0.816748,0.183255
4.3031,2.06317,0.98034,0.256179,0.652337,0.347687
4.09991,2.01541,0.902593,0.234095,0.691232,0.308792
4.18995,2.14821,0.986824,0.207243,0.735146,0.26485
4.31764,2.25468,1.19945,0.301707,0.814866,0.185085
3.93841,2.06152,1.09529,0.227449,0.705205,0.294932
4.0481,2.09277,1.08128,0.257037,0.704447,0.295602
4.23205,2.26271,1.24512,0.27719,0.784541,0.215478
4.34712,2.27817,1.19401,0.205659,0.743377,0.256672
1.47589,9.44986,0.312659,1.67242,0.754829,0.245173
4.16759,2.17659,1.05683,0.251745,0.728478,0.271555
1.41944,8.04786,0.304221,1.55304,0.696287,0.303751
3.69158,2.07924,1.17074,0.297221,0.71074,0.289242
1.3667,9.23355,0.335102,1.88831,0.699111,0.300941
4.22647,2.17252,1.03605,0.243103,0.736702,0.263359
1.37482,8.29357,0.324936,2.53305,0.737401,0.26267
1.43802,8.3484,0.246801,2.70093,0.688912,0.311156
1.41124,8.97924,0.351676,2.65767,0.70488,0.295193
1.47582,9.28255,0.338165,3.22997,0.757435,0.242574
1.4064,8.94899,0.385857,2.7152,0.729476,0.270642
1.41638,7.96833,0.358496,3.10245,0.660602,0.339422
1.48909,8.55465,0.283093,3.12482,0.686497,0.313524
1.49208,8.61704,0.379454,3.01024,0.752904,0.247137
1.46176,8.10432,0.267881,2.80619,0.728774,0.271266
4.21097,2.05983,0.875575,0.193004,0.699988,0.300019
4.1594,2.12475,0.985116,0.277583,0.675162,0.324865
1.37984,9.11208,0.29097,2.02663,0.785906,0.214126
4.32046,2.22887,1.12811,0.223319,0.738009,0.261975
3.66352,2.07934,0.935417,0.297026,0.683576,0.31652
1.44282,8.19071,0.283406,2.77156,0.731415,0.268641
1.45684,8.7627,0.312549,3.66825,0.713761,0.286248
1.35599,8.97947,0.303869,2.39545,0.767368,0.232721
1.52792,10.2586,0.312827,4.10258,0.80113,0.198953
4.05152,2.16529,1.03236,0.203971,0.717343,0.282699
1.44025,9.4673,0.310503,2.58423,0.720885,0.279142
4.0748,2.0917,1.13193,0.255009,0.678453,0.321542
1.43555,10.0704,0.343295,2.72587,0.776703,0.223298
1.44907,9.31209,0.298002,2.02526,0.719711,0.280362
